Recipe Name,Ingredients,Instructions
"Grilled Cheese","sourdough bread:2 slices,american cheese:1 slice,shredded cheddar cheese:1/4 cup,butter:1 tbsp,","1: heat a skillet on medium heat. butter one side of each slice of bread and place the first slice butter-side down on the skillet.;2: add the american cheese and cheddar cheese to the top of the bread and place the other slice of bread on top so that the buttered side is facing up.;3: after about 3 minutes, flip the sandwich to toast the other side. once cheese is melted, remove from skillet and serve immediately.;"
